@relation 'random2.csv'

@attribute name string
@attribute timestamp numeric
@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric

@data
03.wav,12.040000,4.794607,2.535480,3.528329,1.819149,6.695026,4.598348,4.943866,5.099462,3.900649,3.960918
03.wav,12.060000,1.305135,4.592091,4.533196,4.800648,6.163528,7.114504,3.042563,1.843735,6.139846,4.610160
03.wav,12.080000,5.205050,4.125916,3.243574,4.680500,6.794881,4.329810,4.766854,1.925313,2.670682,4.329642
03.wav,12.100000,3.483402,0.838165,3.518965,5.598095,4.071421,3.705625,3.091029,2.331039,4.857073,1.735103
03.wav,12.120000,2.778155,1.769913,4.289025,3.689165,6.729767,6.263448,5.402772,4.255151,5.187767,1.982314
03.wav,12.140000,3.325840,0.474328,2.795687,4.658040,3.637763,4.259632,3.386226,2.889728,5.551553,5.192552
03.wav,12.160000,2.059804,0.511311,2.905569,4.313840,6.759807,3.976036,4.109084,2.386484,4.611076,2.583455
03.wav,12.180000,3.741842,4.390806,3.082507,4.508895,4.295320,3.180330,4.212443,1.648429,4.490432,4.854463
04.wav,0.000000,5.108221,1.693339,3.413872,3.290262,6.901039,6.374934,2.762716,5.411939,5.248084,5.983880
04.wav,0.020000,1.414220,1.066033,1.742276,2.722612,4.270211,5.295808,2.099060,5.175203,5.768048,2.582770
04.wav,0.040000,4.895498,3.346763,1.115805,3.946187,2.786402,2.904872,4.665675,1.652702,5.229805,2.106185
04.wav,0.060000,4.497372,3.658299,1.775015,1.815747,3.541992,5.534005,6.181840,2.984359,5.914352,1.473937
04.wav,0.080000,1.638662,2.279344,0.457897,4.873308,6.794888,5.776331,2.450532,4.606142,5.090580,5.597472
04.wav,0.100000,4.130188,4.497786,0.676408,1.602620,3.404477,6.166554,4.655975,5.982008,6.700141,4.284763
04.wav,0.120000,1.139537,4.597325,4.378761,4.639354,7.047965,4.206990,2.343580,1.337117,5.255245,1.382598
04.wav,0.140000,2.395496,0.874704,4.171302,3.368034,4.467858,7.256517,5.136066,4.305605,5.657331,1.676609
04.wav,0.160000,2.624037,1.770604,0.381755,5.366882,3.007378,6.420593,6.002223,5.035981,2.077091,1.494029
04.wav,0.180000,1.004391,2.680528,2.904642,3.775709,4.727389,6.952097,4.220881,3.541661,6.286168,5.759598
04.wav,0.200000,2.829130,4.587051,2.099039,4.663938,6.168649,5.845607,2.683229,2.748158,2.772422,5.919651
04.wav,0.220000,1.591596,0.130879,3.100851,5.532067,5.500469,2.638020,6.340730,4.887974,4.440981,1.046934
04.wav,0.240000,1.655528,4.861577,4.008000,1.275101,5.522559,3.710458,4.425585,3.876980,2.925254,4.017929
04.wav,0.260000,5.384093,1.703782,1.035365,5.318813,6.818335,6.457760,2.847572,1.990583,2.156945,5.798559
04.wav,0.280000,4.592319,1.859499,1.569582,1.329032,7.167977,7.203337,2.170341,4.958175,4.460746,1.403127
04.wav,0.300000,3.417712,2.940167,1.224480,0.693984,6.253008,3.403404,4.135519,1.519421,5.302071,1.055317
04.wav,0.320000,5.604797,1.842917,4.327858,1.706086,5.761132,4.618877,3.154215,1.771750,6.948210,4.464227
04.wav,0.340000,4.469886,2.713593,4.625004,5.099597,7.219156,6.223643,3.976025,2.562646,3.136561,1.824412
04.wav,0.360000,1.674578,1.796692,1.524834,4.149139,2.907366,7.192089,4.794892,5.562617,3.620939,4.817003
04.wav,0.380000,1.779606,0.954120,2.243351,4.413216,5.951661,3.942500,3.564212,5.671515,3.954127,2.053041
04.wav,0.400000,1.866961,2.368171,2.541790,1.732963,3.986800,5.762626,5.107094,2.866461,6.817395,3.837829
04.wav,0.420000,1.059434,1.356721,2.801791,4.747486,5.590183,5.742511,4.409399,1.470266,6.138446,4.711969
04.wav,0.440000,5.521749,4.081977,3.781053,5.118799,3.458971,3.898721,5.521931,4.607788,3.429120,1.294606
04.wav,0.460000,1.323085,4.908763,2.083180,0.679568,4.670006,3.531546,2.638164,4.659390,2.580502,5.166410
04.wav,0.480000,5.664941,2.498079,1.228433,1.252991,4.913777,5.709508,2.862941,5.649196,3.880811,4.342414
04.wav,0.500000,0.858118,0.984241,3.435458,2.451845,6.003747,5.173917,3.159541,3.276823,3.789278,5.276558
04.wav,0.520000,3.884017,3.595834,3.728905,5.113456,5.099522,2.733153,4.675409,3.768590,2.620268,2.141094
04.wav,0.540000,5.676971,1.682141,0.426771,4.101871,3.169821,6.652972,1.583330,5.468167,2.022340,3.721438
04.wav,0.560000,4.301028,1.808623,4.119151,1.615556,3.008908,6.401579,5.689724,3.524364,2.422669,5.110280
04.wav,0.580000,5.555963,1.018877,2.725223,2.051279,5.073643,5.968499,3.074744,2.896519,4.705563,5.363501
04.wav,0.600000,3.337035,4.906242,1.035547,4.983319,4.882157,4.826439,4.937045,3.952412,2.159222,5.229578
04.wav,0.620000,3.871687,1.265073,0.853964,2.252558,3.869422,2.521889,4.241835,4.122302,5.472842,3.100858
04.wav,0.640000,4.606090,3.845839,1.825435,4.442643,6.596260,3.915761,1.844414,3.823039,2.083004,3.933674
04.wav,0.660000,3.303627,4.491691,4.680916,1.656792,2.952332,4.299356,4.295550,1.867290,3.184697,3.062295
04.wav,0.680000,0.998892,0.609818,2.437791,5.170924,3.200928,6.811147,2.536473,1.245239,3.749627,4.045785
04.wav,0.700000,1.178877,0.337645,4.976654,2.350909,4.992054,3.411062,2.922727,3.060744,3.212467,5.156817
04.wav,0.720000,5.293511,4.716057,2.228751,3.743386,3.168222,5.315905,1.949569,3.265414,2.832321,1.280567
04.wav,0.740000,2.652108,4.725102,0.116507,5.405252,3.560402,6.362137,2.445065,6.118542,6.158119,2.938452
04.wav,0.760000,2.712783,4.596556,1.718756,2.773932,6.933913,5.642594,2.269408,1.225259,3.821039,4.649556
04.wav,0.780000,1.476882,0.606508,1.411326,1.084777,4.133475,2.918217,3.292491,3.036964,2.692500,3.629747
04.wav,0.800000,4.644275,4.569366,2.193581,1.919787,5.112500,4.126579,3.347174,1.977574,6.207177,1.596789
04.wav,0.820000,1.656999,1.098649,3.522787,4.422264,5.362352,7.301458,2.561812,1.424458,4.614435,3.024176
04.wav,0.840000,2.582296,3.376633,3.602326,4.663172,3.952311,3.089573,4.437067,1.641954,2.934197,3.857279
04.wav,0.860000,2.139953,1.212172,0.274940,3.106215,3.315783,2.555691,4.228542,2.625117,2.460864,2.520736
04.wav,0.880000,3.262126,0.539617,0.755595,2.274692,2.423710,2.984016,5.495976,1.853554,6.756217,2.223778
04.wav,0.900000,4.071458,2.424862,3.699018,3.149935,6.079291,5.374232,2.985786,3.008832,5.538181,5.428856
04.wav,0.920000,3.493279,0.445468,0.490700,2.680535,6.934809,2.954990,6.320118,5.751910,2.780243,2.800576
04.wav,0.940000,5.509358,0.993099,4.106146,3.406352,5.707259,2.584328,1.935683,4.381910,4.764696,3.179599
04.wav,0.960000,2.174329,0.867477,3.492210,1.665724,3.063237,6.639318,5.297399,2.298836,5.166425,1.756296
04.wav,0.980000,3.920562,1.018112,0.221395,3.679742,6.127335,3.368799,2.015186,4.978224,4.838589,4.955716
04.wav,1.000000,4.483281,4.192010,2.139546,0.851779,6.415508,6.381065,3.244999,2.384074,4.831046,3.015436
04.wav,1.020000,1.889951,3.862000,4.006648,3.477309,6.398580,2.691728,3.142312,2.981009,4.984508,5.865872
04.wav,1.040000,2.839680,4.836104,1.637779,5.376533,6.273061,4.207006,3.280182,2.440693,2.452965,2.989210
04.wav,1.060000,4.967588,3.518079,0.458831,2.867653,3.292556,3.008164,3.994405,3.149395,5.165185,5.264795
04.wav,1.080000,3.912597,0.572187,1.145406,4.471380,4.615280,2.963960,4.474325,5.637025,3.375874,2.093120
04.wav,1.100000,3.377426,0.637264,0.781169,2.795412,6.464065,3.253720,2.554945,5.914221,3.171036,5.294605
04.wav,1.120000,3.571351,3.960874,3.738333,3.566976,4.219009,7.149770,2.898509,1.892040,3.291493,2.706946
04.wav,1.140000,3.314099,0.126051,3.518046,1.082426,6.422710,5.675280,2.734331,1.466929,4.935860,1.368389
04.wav,1.160000,5.055143,4.280976,3.911725,1.491658,6.450133,3.463334,5.835676,1.418138,5.553341,1.276786
04.wav,1.180000,2.991159,1.813581,4.355433,3.414158,6.717852,7.036694,5.284423,2.329440,5.750014,4.913035
04.wav,1.200000,3.809600,4.485588,1.472028,1.219551,3.336077,3.463422,3.111061,5.991416,4.005662,4.302974
04.wav,1.220000,5.582713,0.180322,2.965237,4.430960,5.222969,6.540721,4.083646,3.386604,6.218503,1.099190
04.wav,1.240000,2.465421,1.335743,1.471287,5.139088,4.867266,3.226070,5.451462,4.965484,3.582979,1.849301
04.wav,1.260000,1.481806,4.029317,2.492182,1.544853,5.511843,6.319979,3.396566,3.839650,3.527864,5.146839
04.wav,1.280000,3.920465,1.159877,0.280900,2.919808,6.449028,4.239800,5.484261,2.687912,6.945815,3.219071
04.wav,1.300000,4.023358,3.610005,3.166808,3.402952,6.133680,3.663294,2.577909,3.480554,6.811718,5.874763
04.wav,1.320000,2.810195,0.556415,4.595115,1.374269,4.497290,3.544326,2.136085,5.727122,4.593375,2.440869
04.wav,1.340000,1.781517,4.251183,3.696871,5.199682,4.466191,2.960805,3.348488,3.443373,4.185592,1.591941
04.wav,1.360000,1.731670,2.277656,3.803329,4.945227,5.285844,6.623115,4.059435,1.692605,4.605836,4.416742
04.wav,1.380000,4.918598,1.660996,4.619715,2.090890,4.715894,2.785360,4.095872,6.096367,2.534537,4.665436
04.wav,1.400000,4.741193,4.306798,1.626553,1.957336,5.350316,4.518948,5.832933,5.558493,5.194374,3.403263
04.wav,1.420000,3.883707,2.400785,3.981501,2.294688,4.223965,4.464704,1.769280,3.645563,3.013721,2.375151
04.wav,1.440000,2.402453,0.525576,1.907842,4.374764,5.079344,3.145986,5.043439,2.829545,4.202133,3.846812
04.wav,1.460000,3.927685,0.656059,2.729481,1.398809,2.773581,5.231305,5.551103,5.968218,2.013548,2.074501
04.wav,1.480000,3.112462,5.028672,2.539612,4.210005,4.188153,2.882081,2.073670,3.565052,2.506543,3.517959
04.wav,1.500000,3.872132,3.191090,1.944803,1.038483,5.545386,5.205125,5.843902,6.054495,4.152013,4.696667
04.wav,1.520000,4.013955,1.521744,4.297496,4.925166,4.907659,4.971890,3.586282,4.919693,3.607171,3.648227
04.wav,1.540000,4.595426,0.401368,1.351828,3.604111,5.385113,3.387150,4.372037,1.838673,4.722634,3.806647
04.wav,1.560000,1.077214,2.084590,0.813624,4.228885,5.518555,6.158099,5.945014,1.762057,5.710027,1.974979
04.wav,1.580000,3.120565,0.991980,2.575915,1.253237,6.286854,5.110292,6.114558,4.531498,5.994304,5.435254
04.wav,1.600000,5.646260,2.070685,4.064764,3.906671,5.090869,4.125443,5.196052,1.560303,5.379493,5.089064
04.wav,1.620000,2.874628,2.087335,0.189069,4.742174,2.853535,7.345070,5.834861,3.759834,2.046270,1.984896
04.wav,1.640000,3.296303,1.056901,2.210723,1.002463,3.647471,5.533155,5.552865,2.720832,5.052448,2.446336
04.wav,1.660000,2.946128,1.904498,1.224359,3.565569,5.950337,2.476397,2.899421,5.335951,6.382358,5.372223
04.wav,1.680000,3.055478,1.608450,4.050747,1.870391,5.854413,6.145332,4.693447,6.175796,2.523995,4.714731
04.wav,1.700000,5.476960,0.618078,3.818549,2.543727,3.518367,4.692846,1.709588,4.363404,2.735510,4.076119
04.wav,1.720000,2.391787,2.914986,4.772525,5.176097,3.175073,6.276192,2.235196,1.641140,3.816166,5.905723
04.wav,1.740000,3.641818,1.007624,3.820189,3.316319,5.662564,6.755319,1.703443,2.076743,3.970315,3.582317
04.wav,1.760000,1.244002,0.792823,4.076056,5.341286,6.091453,6.072633,3.413210,2.993827,5.784331,4.452671
04.wav,1.780000,5.603200,1.135006,0.640401,4.472833,4.917570,5.132544,3.561028,4.664458,3.636031,1.787518
04.wav,1.800000,1.463318,0.175272,3.638743,4.002263,2.844736,6.131161,3.813092,3.902448,5.510911,2.580537
04.wav,1.820000,2.734730,4.391144,0.318565,5.285603,4.325307,5.822840,1.970356,4.963117,5.775790,1.842646
04.wav,1.840000,5.457851,3.160025,4.750336,2.240008,5.715544,5.065913,4.131954,2.354406,2.521836,1.144919
04.wav,1.860000,5.547302,0.287097,1.013774,5.029953,5.314124,5.980898,3.967015,4.719178,2.570916,1.521090
04.wav,1.880000,4.419083,0.526294,1.881239,2.013173,6.028524,4.272628,3.321250,5.695832,6.236299,1.687269
04.wav,1.900000,3.287160,4.240814,2.623343,2.914013,3.902607,5.507707,6.189827,3.150654,4.829412,1.367994
04.wav,1.920000,2.627662,3.592545,4.406649,3.398050,7.281411,4.547689,3.782950,1.527390,6.649560,3.801554
04.wav,1.940000,5.471156,0.583614,0.219005,1.025119,2.408076,6.685635,1.909449,2.701714,3.055895,4.245459
04.wav,1.960000,3.834998,0.900074,2.562720,2.167914,7.236496,3.419066,2.090491,3.937414,5.744023,1.577919
04.wav,1.980000,2.294005,4.166079,1.283637,1.343979,3.169247,7.187867,5.698044,3.224410,4.955202,4.827853
04.wav,2.000000,3.828242,4.007781,3.915633,1.397749,5.373256,4.363746,3.205406,5.113481,4.347903,1.849538
04.wav,2.020000,3.657555,1.114297,3.294493,5.649632,3.009493,3.278014,5.687981,4.543957,6.742352,5.410883
04.wav,2.040000,3.354331,3.774423,0.690628,3.688255,2.431772,2.816319,1.963786,1.288135,6.277891,4.452631
04.wav,2.060000,3.160928,4.298780,1.441929,0.950786,3.441200,2.907691,2.800901,4.341796,2.346112,5.059179
04.wav,2.080000,3.417828,4.857825,4.577873,5.414650,5.048212,4.254991,6.220799,1.500398,2.228860,4.212124
04.wav,2.100000,3.201078,1.245552,4.695032,3.305415,4.541761,5.195138,2.756501,3.858273,2.786812,5.417284
04.wav,2.120000,3.668791,3.164189,2.674813,5.256487,6.594810,2.465352,3.045385,4.822073,3.647928,1.290956
04.wav,2.140000,4.162299,0.309543,0.183096,5.047444,6.100784,5.686405,4.573822,3.493653,4.097120,2.405501
04.wav,2.160000,3.169111,2.779809,1.105102,2.956120,4.655986,3.751248,5.087750,2.706026,3.518952,2.860749
04.wav,2.180000,2.710365,2.548036,2.366729,2.665506,3.661008,5.166105,5.769341,2.458997,6.719401,4.886173
04.wav,2.200000,1.701715,2.533843,4.153169,3.100687,6.589149,3.390766,3.135019,1.826685,2.339860,3.534379
04.wav,2.220000,5.460839,0.147581,1.710340,0.772308,3.895803,3.651865,5.903611,2.756085,2.501855,2.327487
04.wav,2.240000,1.845278,0.468179,4.072507,0.664882,4.744221,3.399059,6.215001,1.886458,3.100739,3.910098
04.wav,2.260000,2.227613,2.959645,1.107307,2.793237,6.976279,5.616233,2.146732,4.498783,2.630983,1.041635
04.wav,2.280000,2.049937,4.952989,3.890437,3.912547,7.131696,2.622578,3.178539,3.778321,3.616661,2.952585
04.wav,2.300000,4.776866,3.959242,0.609433,1.266643,4.407311,6.417291,6.164165,6.064999,2.761463,1.967967
04.wav,2.320000,3.667082,4.998381,2.453683,5.123563,5.634040,7.060257,4.461659,1.357502,3.051836,2.592542
04.wav,2.340000,5.623914,1.299725,2.773096,3.952603,5.637039,4.641402,3.144433,3.168544,3.138471,5.763340
04.wav,2.360000,2.711193,1.846446,2.430786,2.861947,7.302092,6.331270,1.944188,3.060464,3.395005,3.149862
04.wav,2.380000,1.125517,4.394514,0.679108,3.469011,3.866091,3.205129,1.605603,4.265200,5.545540,4.255736
04.wav,2.400000,3.979922,0.464370,0.431979,3.187856,6.668760,6.778083,1.926461,1.600826,3.818142,5.202259
04.wav,2.420000,3.181127,2.894016,4.211230,0.879770,3.485187,5.090517,3.944869,3.042266,6.376152,4.657679
04.wav,2.440000,4.581826,3.477834,3.704509,5.520991,4.758399,2.790881,3.214876,2.195332,5.277132,3.332307
04.wav,2.460000,5.359051,2.591808,2.452454,4.204315,3.844714,2.979272,4.360281,4.220982,4.679780,1.700613
04.wav,2.480000,5.052031,3.388123,0.385403,2.508026,3.117637,4.998804,1.920780,5.026549,3.186528,3.408528
04.wav,2.500000,2.514653,1.138803,2.814613,3.105322,5.924128,2.844850,4.506756,5.305517,6.935125,1.418350
04.wav,2.520000,2.343405,1.040273,2.511248,5.248463,4.816825,3.860290,5.446109,5.342578,3.170917,4.246532
04.wav,2.540000,1.986631,4.414772,5.034167,3.253598,3.719831,2.912630,2.090915,3.173029,4.498105,2.062659
04.wav,2.560000,0.942833,0.233307,2.019404,3.811240,5.762831,2.498905,2.590233,3.306727,2.825210,1.588245
04.wav,2.580000,5.338415,1.268123,3.552738,2.525046,2.746389,5.787279,2.120791,4.564190,4.378383,4.550039
04.wav,2.600000,4.491750,4.009263,1.836094,4.128333,5.745697,3.560719,4.924161,2.969695,3.442226,1.379047
04.wav,2.620000,2.238286,2.363826,5.030116,1.464246,3.561807,7.104478,4.548889,2.174786,6.412237,3.149232
04.wav,2.640000,4.299973,2.727014,1.223595,1.779665,3.485543,3.885610,4.337973,3.254359,5.095222,5.828191
04.wav,2.660000,1.371369,3.904275,0.522205,1.156605,7.211355,5.131467,2.710403,5.606981,5.633091,1.363119
04.wav,2.680000,5.596919,3.357224,3.872082,2.515425,6.946383,3.764419,4.915063,3.541901,5.633802,4.086932
04.wav,2.700000,2.325333,3.871136,4.329032,3.588738,7.315113,3.903803,5.353679,4.858409,3.561641,3.110171
04.wav,2.720000,2.359947,3.457333,2.018439,4.200445,6.642125,7.137128,2.002922,4.795807,1.968695,1.478101
04.wav,2.740000,3.361541,2.201856,1.054955,4.105075,5.195035,3.059126,3.636709,5.594737,4.216197,1.629448
04.wav,2.760000,5.188084,0.704227,1.237395,5.426217,7.289414,4.133622,4.659604,1.888192,3.331821,4.205287
04.wav,2.780000,5.737842,1.690725,0.059938,0.956450,6.904642,4.601351,6.521942,3.544193,1.979939,4.356588
04.wav,2.800000,1.941023,0.758360,2.290753,2.958021,2.940675,6.007793,5.542268,2.379144,6.747539,5.868207
04.wav,2.820000,5.836419,3.637217,0.470761,0.907644,4.976148,3.587822,4.838093,3.770824,3.415817,5.188737
04.wav,2.840000,4.236286,3.539487,4.636106,1.711853,5.236233,6.529021,3.820615,3.662859,5.965542,3.178470
04.wav,2.860000,2.292738,0.318434,2.246822,4.065752,5.676881,4.659068,6.348615,5.881264,5.945235,5.426612
04.wav,2.880000,5.487845,4.485535,1.939648,0.937935,4.125234,5.785654,1.611012,1.357878,4.981185,1.741231
04.wav,2.900000,1.004422,3.370135,3.486839,2.039997,6.834017,4.716862,2.651937,3.390964,6.220833,4.264500
04.wav,2.920000,1.321746,4.998506,3.318422,2.639170,7.011698,4.140259,3.241507,4.792601,3.147474,3.340964
04.wav,2.940000,1.678395,1.194960,1.375422,4.775325,2.527737,3.339453,1.753064,6.147758,3.871250,1.096702
04.wav,2.960000,3.472863,1.242951,2.889860,3.390804,2.758526,4.472861,2.091056,2.497246,4.103584,1.301816
04.wav,2.980000,3.638758,3.217846,3.377805,2.132105,4.808625,4.873632,1.561256,3.553149,6.378951,1.650669
04.wav,3.000000,5.810556,2.107310,3.746926,3.773479,2.808927,6.147537,2.982180,3.877295,3.601863,2.306362
04.wav,3.020000,2.799192,2.806412,0.180547,0.655941,6.535951,3.019295,5.395852,3.676379,2.022304,2.867779
04.wav,3.040000,2.472861,2.043800,2.374888,0.749184,7.184799,6.044745,5.073526,5.096931,4.207109,3.143043
04.wav,3.060000,1.620580,1.417549,0.717807,2.524602,7.146411,6.545747,6.261701,5.940207,5.709965,1.947159
04.wav,3.080000,1.626886,3.516178,3.796460,4.839282,5.872430,6.292627,4.985934,5.344967,6.867928,5.365829
04.wav,3.100000,2.643457,3.726998,3.841902,3.430063,6.100633,7.007382,2.209185,1.576931,4.255555,2.577683
04.wav,3.120000,4.408992,1.507796,1.287215,0.706980,3.912046,4.931996,1.856315,3.695306,2.997651,2.423073
04.wav,3.140000,1.973433,0.216473,4.865830,4.528718,5.783201,2.918352,5.226272,6.195986,5.377548,5.190160
04.wav,3.160000,1.538933,3.532506,1.289766,5.035492,6.910172,3.569470,5.897266,1.739742,2.027193,2.874412
04.wav,3.180000,4.584042,2.267930,4.470326,4.436853,2.552750,4.514062,4.491196,3.040001,4.550389,5.706455
04.wav,3.200000,5.480844,1.828897,2.416045,2.008800,5.127014,4.415254,2.990089,2.817475,5.789295,5.325944
04.wav,3.220000,5.827895,0.638243,1.841367,5.376008,7.073557,4.832706,5.831505,2.182481,4.439641,3.484105
04.wav,3.240000,3.723300,1.258703,0.402450,0.823290,4.510125,5.341417,4.548291,2.986129,3.630480,1.031735
04.wav,3.260000,4.058208,0.636496,1.822235,1.545174,7.260076,4.944742,3.504451,1.773564,2.305785,2.928781
04.wav,3.280000,3.645057,2.744359,3.020707,2.141373,7.305866,2.549950,5.420839,3.348543,5.302141,3.046213
04.wav,3.300000,5.350206,0.147779,1.820283,1.786613,2.659136,6.521801,4.232446,4.334822,4.236192,5.842121
04.wav,3.320000,0.955431,1.171623,3.304272,1.553555,4.858797,2.893071,2.908552,4.591998,6.301385,1.919008
04.wav,3.340000,2.644489,1.845536,2.777612,2.731376,5.590863,2.454256,2.565451,5.546834,5.116631,5.444454
04.wav,3.360000,1.579676,0.293579,1.167917,1.218742,6.702040,4.724056,4.892945,5.177633,4.673407,3.328954
04.wav,3.380000,3.015115,4.914808,1.242778,4.395267,2.627519,6.491384,2.428804,2.428925,6.200390,4.672455
04.wav,3.400000,4.052835,3.549140,1.648931,2.327045,2.696120,4.385136,3.714949,4.346403,2.905921,3.017779
04.wav,3.420000,0.861870,3.261029,3.072438,4.569275,6.155317,4.496599,4.786063,1.351263,3.845448,2.519425
04.wav,3.440000,3.392493,2.765897,2.986177,1.315543,3.122424,5.108890,6.080144,3.611983,5.326200,4.112073
04.wav,3.460000,2.777868,2.215769,2.331706,3.181408,5.453077,6.661315,5.409575,3.672106,5.047919,3.124225
04.wav,3.480000,3.086830,3.473039,1.384067,2.454440,4.962649,5.632992,3.870936,2.445914,4.122728,3.190470
04.wav,3.500000,1.482168,1.534731,1.400367,4.595779,3.437553,2.464006,4.629379,1.846298,2.749180,5.137124
04.wav,3.520000,2.104758,0.396725,5.015607,4.030710,2.962611,4.294836,5.583564,6.115313,5.700480,2.992592
04.wav,3.540000,3.345429,0.765365,3.280224,4.361289,3.656607,5.643019,3.642369,3.632468,6.867065,1.596348
04.wav,3.560000,2.197801,3.411335,2.451764,4.694221,2.948732,3.430637,6.450109,1.828668,5.026842,5.107874
04.wav,3.580000,3.251121,1.858690,3.193895,5.141349,7.394527,6.894964,4.734357,3.270862,6.147283,1.196439
04.wav,3.600000,1.918095,3.891033,4.295411,2.528201,4.673891,5.459387,2.731718,6.156282,3.220028,4.680195
04.wav,3.620000,4.029886,1.591582,1.267134,4.766328,6.796420,2.559801,5.219746,6.064953,3.688806,5.567118
04.wav,3.640000,4.060624,1.167686,0.744931,4.517709,4.003777,4.870100,6.477545,5.642418,3.779389,5.500351
04.wav,3.660000,5.840546,1.594419,1.483425,3.562469,5.049305,4.510392,2.744342,1.639660,6.287353,2.342012
04.wav,3.680000,2.212387,2.823394,3.189735,3.043047,5.988272,6.434334,4.547552,2.251220,4.581708,1.708332
04.wav,3.700000,1.128172,2.543555,1.066555,4.093607,3.245500,2.489789,5.746878,5.862025,6.390946,4.005263
04.wav,3.720000,2.225591,0.408088,3.338275,5.414127,3.173355,2.827988,4.087034,5.243159,4.956234,1.826067
04.wav,3.740000,5.544217,2.545214,2.086366,5.216573,4.912131,5.150782,5.368655,2.932782,5.190625,4.020630
04.wav,3.760000,3.615028,1.904961,4.284574,4.692283,2.741770,3.133725,1.977310,2.292047,4.971832,4.169079
04.wav,3.780000,3.592331,0.744023,3.875759,4.220084,6.925907,3.144488,2.160537,5.648080,2.937781,5.733811
04.wav,3.800000,4.630504,3.754729,4.991863,2.126220,5.299446,3.132680,5.298309,4.363806,4.199742,1.970870
04.wav,3.820000,3.845191,1.027207,4.276569,4.612218,6.061075,4.277413,2.964610,2.481235,6.134059,5.899828
04.wav,3.840000,4.400309,2.904454,4.602542,1.806923,4.073073,4.780160,5.559863,4.460926,2.299064,1.701578
04.wav,3.860000,1.951938,1.192744,2.464510,5.169900,4.389685,3.221301,3.705852,1.884095,3.576462,4.026523
04.wav,3.880000,2.959030,4.193877,2.432347,2.353379,5.482970,4.527930,2.502338,1.703100,2.826138,2.109394
04.wav,3.900000,2.274488,4.573530,1.863452,1.362958,4.468233,5.883171,2.471211,5.616410,2.529386,3.677515
04.wav,3.920000,5.514352,2.992181,4.622734,4.334361,5.761742,4.341000,2.507617,3.807959,3.640728,5.889568
04.wav,3.940000,4.721694,2.298514,0.350890,1.030654,6.955523,4.027916,6.087534,3.028652,2.917782,1.388812
04.wav,3.960000,5.736770,3.327274,5.014935,3.505409,6.840096,4.885411,2.421907,2.103248,3.033751,5.849651
04.wav,3.980000,1.285732,1.928825,1.962358,3.673448,3.075138,6.619148,2.110837,1.417398,6.277676,1.505103
04.wav,4.000000,3.832836,4.776895,1.960213,1.413645,6.108043,7.079168,5.633841,1.633492,4.601315,2.758264
04.wav,4.020000,4.124985,1.346699,3.128447,3.545055,3.671968,3.929661,4.675019,2.557248,2.182709,3.522848
04.wav,4.040000,3.846449,4.894893,1.549186,5.599921,4.244278,6.651971,5.357762,1.506608,2.944761,4.780668
04.wav,4.060000,1.939519,2.327362,3.236611,1.232043,5.056342,2.437286,4.517766,5.551147,6.765045,3.792330
04.wav,4.080000,3.371575,2.676832,4.264061,0.896931,5.688073,5.708073,2.850457,3.242598,2.793797,5.586995
04.wav,4.100000,5.782030,3.900777,4.642991,0.737200,4.185521,3.817573,4.567476,3.883247,2.905512,5.679203
04.wav,4.120000,0.880952,1.075494,2.046351,2.208327,5.040240,6.035876,5.676302,5.956557,6.074922,3.063272
04.wav,4.140000,3.247035,4.546141,2.005416,3.685922,3.937916,6.380709,6.098943,4.719433,5.664660,1.437000
04.wav,4.160000,3.844559,2.147159,0.588765,5.422975,5.583110,7.227154,5.389573,1.792323,2.108352,3.682096
04.wav,4.180000,3.279800,0.422116,2.379302,1.860028,2.446802,5.615854,6.503227,2.142159,3.433267,3.771901
04.wav,4.200000,5.415783,3.090581,3.081899,3.524373,3.741787,4.819053,5.933534,5.016971,3.835420,4.717495
04.wav,4.220000,1.993176,1.623981,2.435534,3.120952,4.078128,3.301411,2.130716,6.083016,5.138669,2.880761
04.wav,4.240000,2.469779,3.176788,4.509824,3.095722,2.861011,3.771408,3.335446,4.994019,3.274556,2.615725
04.wav,4.260000,1.113241,3.642437,2.063207,1.436888,7.162079,2.911327,5.262704,2.385418,4.194189,5.410177
04.wav,4.280000,3.679387,4.758720,0.705798,1.679919,6.873850,4.406569,3.631220,1.340846,5.451210,5.496076
04.wav,4.300000,5.102913,0.400767,1.231717,3.003853,7.145689,5.090286,2.118384,4.394612,5.658182,4.172216
04.wav,4.320000,4.592078,3.466257,3.246645,2.673128,3.292570,5.221077,4.949157,4.668520,2.011265,1.646303
04.wav,4.340000,3.265066,2.423534,0.054069,2.799670,3.601007,6.833794,3.599768,2.973784,2.016052,5.603634
04.wav,4.360000,3.215355,4.932466,0.087411,4.444192,5.553268,5.122680,4.646181,3.886943,1.963640,2.350446
04.wav,4.380000,2.236031,0.553789,5.044098,2.715031,5.257264,3.226788,6.229525,5.487114,4.962070,5.648893
04.wav,4.400000,3.691698,4.142739,3.751046,3.581330,6.430657,4.060398,4.393140,2.377229,4.120453,2.160474
04.wav,4.420000,4.847542,1.207282,4.306540,4.524633,3.041457,6.911136,3.565846,3.707763,3.394132,3.189224
